Vg (V),Id (A),G (S),cycle,idx_in_cycle
0.44000000000000106,-4.25445e-05,-9.669204545454521e-05,2,62
0.4600000000000011,-3.95641e-05,-8.600891304347807e-05,2,63
0.4800000000000011,-3.66507e-05,-7.635562499999982e-05,2,64
0.5000000000000011,-3.38199e-05,-6.763979999999985e-05,2,65
0.5200000000000011,-3.10994e-05,-5.9806538461538334e-05,2,66
0.5400000000000011,-2.84921e-05,-5.2763148148148035e-05,2,67
0.5600000000000012,-2.60072e-05,-4.644142857142848e-05,2,68
0.5800000000000012,-2.36645e-05,-4.0800862068965436e-05,2,69
0.6000000000000012,-2.14698e-05,-3.5782999999999925e-05,2,70
0.6200000000000012,-1.94254e-05,-3.133129032258058e-05,2,71
0.6400000000000012,-1.75454e-05,-2.7414687499999945e-05,2,72
0.6600000000000013,-1.58292e-05,-2.398363636363632e-05,2,73
0.6800000000000013,-1.42722e-05,-2.0988529411764667e-05,2,74
0.7000000000000013,-1.28717e-05,-1.8388142857142823e-05,2,75
0.7200000000000013,-1.16132e-05,-1.6129444444444414e-05,2,76
0.7400000000000013,-1.04901e-05,-1.4175810810810786e-05,2,77
0.7600000000000013,-9.5092e-06,-1.2512105263157874e-05,2,78
0.7800000000000014,-8.59469e-06,-1.1018833333333315e-05,2,79
0.8000000000000014,-7.79608e-06,-9.745099999999984e-06,2,80
0.7800000000000014,-9.38309e-06,-1.2029602564102543e-05,2,81
0.7600000000000013,-1.10464e-05,-1.4534736842105237e-05,2,82
0.7400000000000013,-1.27908e-05,-1.7284864864864833e-05,2,83
0.7200000000000013,-1.46211e-05,-2.0307083333333297e-05,2,84
0.7000000000000013,-1.65471e-05,-2.363871428571424e-05,2,85
0.6800000000000013,-1.85713e-05,-2.7310735294117597e-05,2,86
0.6600000000000013,-2.06982e-05,-3.1360909090909035e-05,2,87
